,anoFundacao,intervaloFundacao
7109,1996.0,Acima de 17 anos
7110,2006.0,De 11 a 16 anos
7111,2015.0,De 0 a 5 anos
7112,2013.0,De 6 a 10 anos
7113,2012.0,De 6 a 10 anos
7114,2005.0,De 11 a 16 anos
7115,,
7116,2010.0,De 6 a 10 anos
7117,2020.0,De 0 a 5 anos
7118,1996.0,Acima de 17 anos
7119,2014.0,De 6 a 10 anos
7120,2008.0,De 11 a 16 anos
7121,2010.0,De 6 a 10 anos
7122,2004.0,De 11 a 16 anos
7123,1988.0,Acima de 17 anos
7124,2006.0,De 11 a 16 anos
7125,2017.0,De 0 a 5 anos
7126,2011.0,De 6 a 10 anos
7127,,
7128,2019.0,De 0 a 5 anos
7129,2004.0,De 11 a 16 anos
7130,,
7131,2013.0,De 6 a 10 anos
7132,2014.0,De 6 a 10 anos
7133,2002.0,Acima de 17 anos
7134,2011.0,De 6 a 10 anos
7135,2009.0,De 11 a 16 anos
7136,1996.0,Acima de 17 anos
7137,2008.0,De 11 a 16 anos
7138,2003.0,Acima de 17 anos
7139,2011.0,De 6 a 10 anos
7140,2017.0,De 0 a 5 anos
7141,,
7142,,
7143,,
7144,1999.0,Acima de 17 anos
7145,2011.0,De 6 a 10 anos
7146,2017.0,De 0 a 5 anos
7147,1991.0,Acima de 17 anos
7148,1979.0,Acima de 17 anos
7149,2014.0,De 6 a 10 anos
7150,2013.0,De 6 a 10 anos
7151,1996.0,Acima de 17 anos
7152,2014.0,De 6 a 10 anos
7153,,
7154,2004.0,De 11 a 16 anos
7155,2019.0,De 0 a 5 anos
7156,2011.0,De 6 a 10 anos
7157,2017.0,De 0 a 5 anos
7158,1967.0,Acima de 17 anos
7159,1998.0,Acima de 17 anos
7160,2017.0,De 0 a 5 anos
7161,2017.0,De 0 a 5 anos
7162,2000.0,Acima de 17 anos
7163,2019.0,De 0 a 5 anos
7164,2010.0,De 6 a 10 anos
7165,1995.0,Acima de 17 anos
7166,2010.0,De 6 a 10 anos
7167,2013.0,De 6 a 10 anos
7168,1996.0,Acima de 17 anos
7169,1992.0,Acima de 17 anos
7170,2004.0,De 11 a 16 anos
7171,2015.0,De 0 a 5 anos
7172,,
7173,2016.0,De 0 a 5 anos
7174,2010.0,De 6 a 10 anos
7175,2012.0,De 6 a 10 anos
7176,2016.0,De 0 a 5 anos
7177,2008.0,De 11 a 16 anos
7178,1999.0,Acima de 17 anos
7179,1983.0,Acima de 17 anos
7180,,
7181,,
7182,2009.0,De 11 a 16 anos
7183,1995.0,Acima de 17 anos
7184,2014.0,De 6 a 10 anos
7185,1976.0,Acima de 17 anos
7186,1998.0,Acima de 17 anos
7187,2016.0,De 0 a 5 anos
7188,2010.0,De 6 a 10 anos
7189,2018.0,De 0 a 5 anos
7190,2003.0,Acima de 17 anos
7191,2016.0,De 0 a 5 anos
7192,1994.0,Acima de 17 anos
7193,2012.0,De 6 a 10 anos
7194,1994.0,Acima de 17 anos
7195,1990.0,Acima de 17 anos
7196,2018.0,De 0 a 5 anos
7197,2012.0,De 6 a 10 anos
7198,2007.0,De 11 a 16 anos
7199,2017.0,De 0 a 5 anos
7200,2019.0,De 0 a 5 anos
7201,2017.0,De 0 a 5 anos
7202,2012.0,De 6 a 10 anos
7203,1998.0,Acima de 17 anos
7204,1990.0,Acima de 17 anos
7205,2006.0,De 11 a 16 anos
7206,2018.0,De 0 a 5 anos
7207,1989.0,Acima de 17 anos
7208,1994.0,Acima de 17 anos
7209,1999.0,Acima de 17 anos
7210,1997.0,Acima de 17 anos
7211,,
7212,1996.0,Acima de 17 anos
7213,2003.0,Acima de 17 anos
7214,2012.0,De 6 a 10 anos
7215,2011.0,De 6 a 10 anos
7216,1995.0,Acima de 17 anos
7217,2019.0,De 0 a 5 anos
7218,2010.0,De 6 a 10 anos
7219,,
7220,1983.0,Acima de 17 anos
7221,2013.0,De 6 a 10 anos
7222,1987.0,Acima de 17 anos
7223,2014.0,De 6 a 10 anos
7224,2019.0,De 0 a 5 anos
7225,1991.0,Acima de 17 anos
7226,2017.0,De 0 a 5 anos
7227,2008.0,De 11 a 16 anos
7228,2004.0,De 11 a 16 anos
7229,2005.0,De 11 a 16 anos
7230,2011.0,De 6 a 10 anos
7231,2019.0,De 0 a 5 anos
7232,2011.0,De 6 a 10 anos
7233,,
7234,1999.0,Acima de 17 anos
7235,2000.0,Acima de 17 anos
7236,1972.0,Acima de 17 anos
7237,2005.0,De 11 a 16 anos
7238,,
7239,2017.0,De 0 a 5 anos
7240,2017.0,De 0 a 5 anos
7241,2015.0,De 0 a 5 anos
7242,1993.0,Acima de 17 anos
7243,2006.0,De 11 a 16 anos
7244,2017.0,De 0 a 5 anos
7245,2013.0,De 6 a 10 anos
7246,2012.0,De 6 a 10 anos
7247,2011.0,De 6 a 10 anos
7248,1995.0,Acima de 17 anos
7249,1984.0,Acima de 17 anos
7250,,
7251,1998.0,Acima de 17 anos
7252,,
7253,2016.0,De 0 a 5 anos
7254,2000.0,Acima de 17 anos
7255,2013.0,De 6 a 10 anos
7256,1989.0,Acima de 17 anos
7257,2019.0,De 0 a 5 anos
7258,1995.0,Acima de 17 anos
7259,2002.0,Acima de 17 anos
7260,1997.0,Acima de 17 anos
7261,2017.0,De 0 a 5 anos
7262,1994.0,Acima de 17 anos
7263,2012.0,De 6 a 10 anos
7264,2019.0,De 0 a 5 anos
7265,2003.0,Acima de 17 anos
7266,1999.0,Acima de 17 anos
7267,2019.0,De 0 a 5 anos
7268,1988.0,Acima de 17 anos
7269,2013.0,De 6 a 10 anos
7270,2015.0,De 0 a 5 anos
7271,2018.0,De 0 a 5 anos
7272,,
7273,,
7274,2013.0,De 6 a 10 anos
7275,2008.0,De 11 a 16 anos
7276,2018.0,De 0 a 5 anos
7277,2009.0,De 11 a 16 anos
7278,,
7279,2012.0,De 6 a 10 anos
7280,2008.0,De 11 a 16 anos
7281,2010.0,De 6 a 10 anos
7282,2008.0,De 11 a 16 anos
7283,2001.0,Acima de 17 anos
7284,,
7285,2010.0,De 6 a 10 anos
7286,2004.0,De 11 a 16 anos
7287,2009.0,De 11 a 16 anos
7288,2014.0,De 6 a 10 anos
7289,2013.0,De 6 a 10 anos
7290,2017.0,De 0 a 5 anos
7291,1983.0,Acima de 17 anos
7292,2013.0,De 6 a 10 anos
7293,2018.0,De 0 a 5 anos
7294,1989.0,Acima de 17 anos
7295,,
7296,2016.0,De 0 a 5 anos
7297,1991.0,Acima de 17 anos
7298,2009.0,De 11 a 16 anos
7299,2020.0,De 0 a 5 anos
7300,2003.0,Acima de 17 anos
7301,2013.0,De 6 a 10 anos
7302,2018.0,De 0 a 5 anos
7303,1989.0,Acima de 17 anos
7304,2010.0,De 6 a 10 anos
7305,2015.0,De 0 a 5 anos
7306,2005.0,De 11 a 16 anos
7307,2009.0,De 11 a 16 anos
7308,2020.0,De 0 a 5 anos
7309,1990.0,Acima de 17 anos
7310,,
7311,2012.0,De 6 a 10 anos
7312,2008.0,De 11 a 16 anos
7313,2011.0,De 6 a 10 anos
7314,2017.0,De 0 a 5 anos
7315,2018.0,De 0 a 5 anos
7316,2010.0,De 6 a 10 anos
7317,2013.0,De 6 a 10 anos
7318,2012.0,De 6 a 10 anos
7319,2016.0,De 0 a 5 anos
7320,1988.0,Acima de 17 anos
7321,2018.0,De 0 a 5 anos
7322,2016.0,De 0 a 5 anos
7323,1986.0,Acima de 17 anos
7324,,
7325,2010.0,De 6 a 10 anos
7326,2002.0,Acima de 17 anos
7327,,
7328,2013.0,De 6 a 10 anos
7329,2004.0,De 11 a 16 anos
7330,2014.0,De 6 a 10 anos
7331,2018.0,De 0 a 5 anos
7332,2002.0,Acima de 17 anos
7333,2006.0,De 11 a 16 anos
7334,2018.0,De 0 a 5 anos
7335,,
7336,2013.0,De 6 a 10 anos
7337,2017.0,De 0 a 5 anos
7338,2005.0,De 11 a 16 anos
7339,2008.0,De 11 a 16 anos
7340,2011.0,De 6 a 10 anos
7341,2010.0,De 6 a 10 anos
7342,2013.0,De 6 a 10 anos
7343,2002.0,Acima de 17 anos
7344,2016.0,De 0 a 5 anos
7345,2012.0,De 6 a 10 anos
7346,2015.0,De 0 a 5 anos
7347,1990.0,Acima de 17 anos
7348,2002.0,Acima de 17 anos
7349,2019.0,De 0 a 5 anos
7350,2005.0,De 11 a 16 anos
7351,2009.0,De 11 a 16 anos
7352,2014.0,De 6 a 10 anos
7353,2011.0,De 6 a 10 anos
7354,2018.0,De 0 a 5 anos
7355,2009.0,De 11 a 16 anos
7356,2006.0,De 11 a 16 anos
7357,2014.0,De 6 a 10 anos
7358,,
7359,,
7360,2005.0,De 11 a 16 anos
7361,1996.0,Acima de 17 anos
7362,1997.0,Acima de 17 anos
7363,2009.0,De 11 a 16 anos
7364,1991.0,Acima de 17 anos
7365,2017.0,De 0 a 5 anos
7366,2009.0,De 11 a 16 anos
7367,2006.0,De 11 a 16 anos
7368,2019.0,De 0 a 5 anos
7369,2010.0,De 6 a 10 anos
7370,,
7371,2014.0,De 6 a 10 anos
7372,2005.0,De 11 a 16 anos
7373,2005.0,De 11 a 16 anos
7374,1984.0,Acima de 17 anos
7375,2005.0,De 11 a 16 anos
7376,2017.0,De 0 a 5 anos
7377,2006.0,De 11 a 16 anos
7378,2006.0,De 11 a 16 anos
7379,2003.0,Acima de 17 anos
7380,2012.0,De 6 a 10 anos
7381,1994.0,Acima de 17 anos
7382,1997.0,Acima de 17 anos
7383,2005.0,De 11 a 16 anos
7384,2018.0,De 0 a 5 anos
7385,,
7386,,
7387,1986.0,Acima de 17 anos
7388,1996.0,Acima de 17 anos
7389,1980.0,Acima de 17 anos
7390,2009.0,De 11 a 16 anos
7391,2011.0,De 6 a 10 anos
7392,2009.0,De 11 a 16 anos
7393,,
7394,2019.0,De 0 a 5 anos
7395,2017.0,De 0 a 5 anos
7396,,
7397,2017.0,De 0 a 5 anos
7398,2007.0,De 11 a 16 anos
7399,2003.0,Acima de 17 anos
7400,2016.0,De 0 a 5 anos
7401,1999.0,Acima de 17 anos
7402,1996.0,Acima de 17 anos
7403,2019.0,De 0 a 5 anos
7404,1990.0,Acima de 17 anos
7405,2017.0,De 0 a 5 anos
7406,2004.0,De 11 a 16 anos
7407,2000.0,Acima de 17 anos
7408,2006.0,De 11 a 16 anos
7409,2006.0,De 11 a 16 anos
7410,2019.0,De 0 a 5 anos
7411,1991.0,Acima de 17 anos
7412,2015.0,De 0 a 5 anos
7413,1999.0,Acima de 17 anos
7414,2010.0,De 6 a 10 anos
7415,2003.0,Acima de 17 anos
7416,1999.0,Acima de 17 anos
7417,2007.0,De 11 a 16 anos
7418,2018.0,De 0 a 5 anos
7419,2013.0,De 6 a 10 anos
7420,2002.0,Acima de 17 anos
7421,,
7422,2018.0,De 0 a 5 anos
7423,2005.0,De 11 a 16 anos
7424,2015.0,De 0 a 5 anos
7425,1994.0,Acima de 17 anos
7426,1995.0,Acima de 17 anos
7427,1989.0,Acima de 17 anos
7428,1998.0,Acima de 17 anos
7429,1990.0,Acima de 17 anos
7430,2017.0,De 0 a 5 anos
7431,,
7432,2016.0,De 0 a 5 anos
7433,2015.0,De 0 a 5 anos
7434,2011.0,De 6 a 10 anos
7435,1996.0,Acima de 17 anos
7436,1998.0,Acima de 17 anos
7437,2000.0,Acima de 17 anos
7438,2006.0,De 11 a 16 anos
7439,2008.0,De 11 a 16 anos
7440,2016.0,De 0 a 5 anos
7441,1994.0,Acima de 17 anos
7442,2010.0,De 6 a 10 anos
7443,1998.0,Acima de 17 anos
7444,2010.0,De 6 a 10 anos
7445,2011.0,De 6 a 10 anos
7446,2008.0,De 11 a 16 anos
7447,2010.0,De 6 a 10 anos
7448,2013.0,De 6 a 10 anos
7449,2014.0,De 6 a 10 anos
7450,1979.0,Acima de 17 anos
7451,2008.0,De 11 a 16 anos
7452,1998.0,Acima de 17 anos
7453,,
7454,1992.0,Acima de 17 anos
7455,1997.0,Acima de 17 anos
7456,1986.0,Acima de 17 anos
7457,2011.0,De 6 a 10 anos
7458,1977.0,Acima de 17 anos
7459,2006.0,De 11 a 16 anos
7460,2002.0,Acima de 17 anos
7461,,
7462,2011.0,De 6 a 10 anos
7463,1997.0,Acima de 17 anos
7464,2006.0,De 11 a 16 anos
7465,2006.0,De 11 a 16 anos
7466,2007.0,De 11 a 16 anos
7467,2008.0,De 11 a 16 anos
7468,1988.0,Acima de 17 anos
7469,2019.0,De 0 a 5 anos
7470,2009.0,De 11 a 16 anos
7471,2018.0,De 0 a 5 anos
7472,2011.0,De 6 a 10 anos
7473,2005.0,De 11 a 16 anos
7474,2019.0,De 0 a 5 anos
7475,1992.0,Acima de 17 anos
7476,2020.0,De 0 a 5 anos
7477,2014.0,De 6 a 10 anos
7478,1999.0,Acima de 17 anos
7479,,
7480,2017.0,De 0 a 5 anos
7481,1979.0,Acima de 17 anos
7482,2001.0,Acima de 17 anos
7483,2013.0,De 6 a 10 anos
7484,2010.0,De 6 a 10 anos
7485,2011.0,De 6 a 10 anos
7486,2007.0,De 11 a 16 anos
7487,2017.0,De 0 a 5 anos
7488,2015.0,De 0 a 5 anos
7489,1999.0,Acima de 17 anos
7490,2018.0,De 0 a 5 anos
7491,2016.0,De 0 a 5 anos
7492,1994.0,Acima de 17 anos
7493,2012.0,De 6 a 10 anos
7494,2002.0,Acima de 17 anos
7495,,
7496,2002.0,Acima de 17 anos
7497,1998.0,Acima de 17 anos
7498,2014.0,De 6 a 10 anos
7499,1998.0,Acima de 17 anos
7500,2019.0,De 0 a 5 anos
7501,2016.0,De 0 a 5 anos
7502,2018.0,De 0 a 5 anos
7503,2016.0,De 0 a 5 anos
7504,2006.0,De 11 a 16 anos
7505,2016.0,De 0 a 5 anos
7506,2014.0,De 6 a 10 anos
7507,2010.0,De 6 a 10 anos
7508,,
7509,2009.0,De 11 a 16 anos
7510,2009.0,De 11 a 16 anos
7511,2015.0,De 0 a 5 anos
7512,2011.0,De 6 a 10 anos
7513,1997.0,Acima de 17 anos
7514,2017.0,De 0 a 5 anos
7515,2012.0,De 6 a 10 anos
7516,2013.0,De 6 a 10 anos
7517,1997.0,Acima de 17 anos
7518,2015.0,De 0 a 5 anos
7519,2009.0,De 11 a 16 anos
7520,2018.0,De 0 a 5 anos
7521,2014.0,De 6 a 10 anos
7522,1982.0,Acima de 17 anos
7523,,
7524,1996.0,Acima de 17 anos
7525,,
7526,2016.0,De 0 a 5 anos
7527,2019.0,De 0 a 5 anos
7528,2001.0,Acima de 17 anos
7529,2001.0,Acima de 17 anos
7530,2005.0,De 11 a 16 anos
7531,1986.0,Acima de 17 anos
7532,2019.0,De 0 a 5 anos
7533,2014.0,De 6 a 10 anos
7534,1998.0,Acima de 17 anos
7535,2018.0,De 0 a 5 anos
7536,1969.0,Acima de 17 anos
7537,1979.0,Acima de 17 anos
7538,,
7539,2011.0,De 6 a 10 anos
7540,2009.0,De 11 a 16 anos
7541,2014.0,De 6 a 10 anos
7542,2013.0,De 6 a 10 anos
7543,,
7544,2010.0,De 6 a 10 anos
7545,2011.0,De 6 a 10 anos
7546,2000.0,Acima de 17 anos
7547,2015.0,De 0 a 5 anos
7548,2001.0,Acima de 17 anos
7549,1995.0,Acima de 17 anos
7550,2013.0,De 6 a 10 anos
7551,1996.0,Acima de 17 anos
7552,2017.0,De 0 a 5 anos
7553,2013.0,De 6 a 10 anos
7554,2018.0,De 0 a 5 anos
7555,,
7556,2016.0,De 0 a 5 anos
7557,2011.0,De 6 a 10 anos
7558,,
7559,2018.0,De 0 a 5 anos
7560,2003.0,Acima de 17 anos
7561,1998.0,Acima de 17 anos
7562,2011.0,De 6 a 10 anos
7563,2002.0,Acima de 17 anos
7564,2003.0,Acima de 17 anos
7565,2019.0,De 0 a 5 anos
7566,2013.0,De 6 a 10 anos
7567,1997.0,Acima de 17 anos
7568,2007.0,De 11 a 16 anos
7569,1973.0,Acima de 17 anos
7570,2010.0,De 6 a 10 anos
7571,2015.0,De 6 a 10 anos
7572,1976.0,Acima de 17 anos
7573,2001.0,Acima de 17 anos
7574,,
7575,2011.0,De 6 a 10 anos
7576,2008.0,De 11 a 16 anos
7577,,
7578,2017.0,De 0 a 5 anos
7579,,
7580,2008.0,De 11 a 16 anos
7581,2017.0,De 0 a 5 anos
7582,2019.0,De 0 a 5 anos
7583,2012.0,De 6 a 10 anos
7584,,
7585,2001.0,Acima de 17 anos
7586,2004.0,Acima de 17 anos
7587,2019.0,De 0 a 5 anos
7588,2020.0,De 0 a 5 anos
7589,2016.0,De 0 a 5 anos
7590,2014.0,De 6 a 10 anos
7591,2014.0,De 6 a 10 anos
7592,2009.0,De 11 a 16 anos
7593,2004.0,Acima de 17 anos
7594,,
7595,1990.0,Acima de 17 anos
7596,1985.0,Acima de 17 anos
7597,1999.0,Acima de 17 anos
7598,2000.0,Acima de 17 anos
7599,2018.0,De 0 a 5 anos
7600,2013.0,De 6 a 10 anos
7601,,
7602,1999.0,Acima de 17 anos
7603,,
7604,1994.0,Acima de 17 anos
7605,2008.0,De 11 a 16 anos
7606,2015.0,De 6 a 10 anos
7607,,
7608,1998.0,Acima de 17 anos
7609,2004.0,Acima de 17 anos
7610,,
7611,2008.0,De 11 a 16 anos
7612,1973.0,Acima de 17 anos
7613,2003.0,Acima de 17 anos
7614,2016.0,De 0 a 5 anos
7615,2003.0,Acima de 17 anos
7616,2013.0,De 6 a 10 anos
7617,2008.0,De 11 a 16 anos
7618,2018.0,De 0 a 5 anos
7619,2018.0,De 0 a 5 anos
7620,2006.0,De 11 a 16 anos
7621,2017.0,De 0 a 5 anos
7622,1998.0,Acima de 17 anos
7623,2017.0,De 0 a 5 anos
7624,2010.0,De 6 a 10 anos
7625,2008.0,De 11 a 16 anos
7626,1990.0,Acima de 17 anos
7627,2008.0,De 11 a 16 anos
7628,1990.0,Acima de 17 anos
7629,2008.0,De 11 a 16 anos
7630,2015.0,De 6 a 10 anos
7631,2012.0,De 6 a 10 anos
7632,2015.0,De 6 a 10 anos
7633,1972.0,Acima de 17 anos
7634,2016.0,De 0 a 5 anos
7635,2004.0,Acima de 17 anos
7636,2020.0,De 0 a 5 anos
7637,2020.0,De 0 a 5 anos
7638,2019.0,De 0 a 5 anos
7639,2011.0,De 6 a 10 anos
7640,,
7641,2020.0,De 0 a 5 anos
7642,2018.0,De 0 a 5 anos
7643,2011.0,De 6 a 10 anos
7644,1997.0,Acima de 17 anos
7645,2020.0,De 0 a 5 anos
7646,1981.0,Acima de 17 anos
7647,2004.0,Acima de 17 anos
7648,1991.0,Acima de 17 anos
7649,2010.0,De 6 a 10 anos
7650,2011.0,De 6 a 10 anos
7651,2020.0,De 0 a 5 anos
7652,2018.0,De 0 a 5 anos
7653,,
7654,2007.0,De 11 a 16 anos
7655,1983.0,Acima de 17 anos
7656,2018.0,De 0 a 5 anos
7657,,
7658,,
7659,,
7660,1989.0,Acima de 17 anos
7661,2019.0,De 0 a 5 anos
7662,,
7663,,
7664,2007.0,De 11 a 16 anos
7665,2019.0,De 0 a 5 anos
7666,2002.0,Acima de 17 anos
7667,2019.0,De 0 a 5 anos
7668,2012.0,De 6 a 10 anos
7669,2003.0,Acima de 17 anos
7670,2011.0,De 6 a 10 anos
7671,2002.0,Acima de 17 anos
7672,2002.0,Acima de 17 anos
7673,1971.0,Acima de 17 anos
7674,2003.0,Acima de 17 anos
7675,2000.0,Acima de 17 anos
7676,1995.0,Acima de 17 anos
7677,2013.0,De 6 a 10 anos
7678,2012.0,De 6 a 10 anos
7679,2007.0,De 11 a 16 anos
7680,,
7681,2020.0,De 0 a 5 anos
7682,2010.0,De 6 a 10 anos
7683,,
7684,2006.0,De 11 a 16 anos
7685,2020.0,De 0 a 5 anos
7686,1989.0,Acima de 17 anos
7687,2003.0,Acima de 17 anos
7688,1995.0,Acima de 17 anos
7689,1985.0,Acima de 17 anos
7690,2014.0,De 6 a 10 anos
7691,2018.0,De 0 a 5 anos
7692,2004.0,Acima de 17 anos
7693,2016.0,De 0 a 5 anos
7694,2006.0,De 11 a 16 anos
7695,,
7696,2018.0,De 0 a 5 anos
7697,2007.0,De 11 a 16 anos
7698,,
7699,2003.0,Acima de 17 anos
7700,1999.0,Acima de 17 anos
7701,2011.0,De 6 a 10 anos
7702,2018.0,De 0 a 5 anos
7703,,
7704,2012.0,De 6 a 10 anos
7705,2019.0,De 0 a 5 anos
7706,1996.0,Acima de 17 anos
7707,2003.0,Acima de 17 anos
7708,1983.0,Acima de 17 anos
7709,,
7710,2019.0,De 0 a 5 anos
7711,2007.0,De 11 a 16 anos
7712,2015.0,De 6 a 10 anos
7713,2016.0,De 0 a 5 anos
7714,2002.0,Acima de 17 anos
7715,,
7716,1969.0,Acima de 17 anos
7717,2018.0,De 0 a 5 anos
7718,2013.0,De 6 a 10 anos
7719,2010.0,De 6 a 10 anos
7720,2018.0,De 0 a 5 anos
7721,2010.0,De 6 a 10 anos
7722,2016.0,De 0 a 5 anos
7723,2015.0,De 0 a 5 anos
7724,2011.0,De 6 a 10 anos
7725,,
7726,1999.0,Acima de 17 anos
7727,,
7728,2008.0,De 11 a 16 anos
7729,2017.0,De 0 a 5 anos
7730,2014.0,De 6 a 10 anos
7731,2011.0,De 6 a 10 anos
7732,2020.0,De 0 a 5 anos
7733,2013.0,De 6 a 10 anos
7734,1993.0,Acima de 17 anos
7735,2002.0,Acima de 17 anos
7736,2001.0,Acima de 17 anos
7737,2016.0,De 0 a 5 anos
7738,2010.0,De 6 a 10 anos
7739,2018.0,De 0 a 5 anos
7740,1984.0,Acima de 17 anos
7741,2018.0,De 0 a 5 anos
7742,2004.0,Acima de 17 anos
7743,,
7744,1999.0,Acima de 17 anos
7745,2004.0,Acima de 17 anos
7746,2008.0,De 11 a 16 anos
7747,2016.0,De 0 a 5 anos
7748,2008.0,De 11 a 16 anos
7749,2003.0,Acima de 17 anos
7750,1976.0,Acima de 17 anos
7751,2013.0,De 6 a 10 anos
7752,2010.0,De 11 a 16 anos
7753,2013.0,De 6 a 10 anos
7754,2006.0,De 11 a 16 anos
7755,1993.0,Acima de 17 anos
7756,2019.0,De 0 a 5 anos
7757,2008.0,De 11 a 16 anos
7758,1995.0,Acima de 17 anos
7759,1997.0,Acima de 17 anos
7760,2007.0,De 11 a 16 anos
7761,2017.0,De 0 a 5 anos
7762,2007.0,De 11 a 16 anos
7763,2007.0,De 11 a 16 anos
7764,,
7765,2010.0,De 11 a 16 anos
7766,2015.0,De 6 a 10 anos
7767,1990.0,Acima de 17 anos
7768,2019.0,De 0 a 5 anos
7769,2009.0,De 11 a 16 anos
7770,2010.0,De 11 a 16 anos
7771,2018.0,De 0 a 5 anos
7772,2018.0,De 0 a 5 anos
7773,1991.0,Acima de 17 anos
7774,2019.0,De 0 a 5 anos
7775,2007.0,De 11 a 16 anos
7776,1984.0,Acima de 17 anos
7777,2012.0,De 6 a 10 anos
7778,,
7779,2001.0,Acima de 17 anos
7780,1989.0,Acima de 17 anos
7781,2014.0,De 6 a 10 anos
7782,,
7783,2020.0,De 0 a 5 anos
7784,2010.0,De 11 a 16 anos
7785,2009.0,De 11 a 16 anos
7786,2011.0,De 6 a 10 anos
7787,2016.0,De 0 a 5 anos
7788,2011.0,De 6 a 10 anos
7789,2019.0,De 0 a 5 anos
7790,2014.0,De 6 a 10 anos
7791,2018.0,De 0 a 5 anos
7792,2006.0,De 11 a 16 anos
7793,2013.0,De 6 a 10 anos
7794,2014.0,De 6 a 10 anos
7795,2001.0,Acima de 17 anos
7796,2014.0,De 6 a 10 anos
7797,2017.0,De 0 a 5 anos
7798,1991.0,Acima de 17 anos
7799,2005.0,De 11 a 16 anos
7800,2013.0,De 6 a 10 anos
7801,2019.0,De 0 a 5 anos
7802,1985.0,Acima de 17 anos
7803,2001.0,Acima de 17 anos
7804,2011.0,De 6 a 10 anos
7805,2020.0,De 0 a 5 anos
7806,2009.0,De 11 a 16 anos
7807,2007.0,De 11 a 16 anos
7808,2009.0,De 11 a 16 anos
7809,2019.0,De 0 a 5 anos
7810,2017.0,De 0 a 5 anos
7811,2015.0,De 6 a 10 anos
7812,2013.0,De 6 a 10 anos
7813,1998.0,Acima de 17 anos
7814,2005.0,De 11 a 16 anos
7815,,
7816,2006.0,De 11 a 16 anos
7817,2003.0,Acima de 17 anos
7818,2009.0,De 11 a 16 anos
7819,2011.0,De 6 a 10 anos
7820,2018.0,De 0 a 5 anos
7821,1995.0,Acima de 17 anos
7822,2014.0,De 6 a 10 anos
7823,,
7824,2006.0,De 11 a 16 anos
7825,2016.0,De 0 a 5 anos
7826,2007.0,De 11 a 16 anos
7827,2016.0,De 0 a 5 anos
7828,1998.0,Acima de 17 anos
7829,,
7830,2015.0,De 6 a 10 anos
7831,2020.0,De 0 a 5 anos
7832,2013.0,De 6 a 10 anos
7833,1990.0,Acima de 17 anos
7834,,
7835,,
7836,2020.0,De 0 a 5 anos
7837,1994.0,Acima de 17 anos
7838,2007.0,De 11 a 16 anos
7839,2001.0,Acima de 17 anos
7840,2007.0,De 11 a 16 anos
7841,2010.0,De 6 a 10 anos
7842,,
7843,1998.0,Acima de 17 anos
7844,2010.0,De 6 a 10 anos
7845,2017.0,De 0 a 5 anos
7846,2019.0,De 0 a 5 anos
7847,2005.0,De 11 a 16 anos
7848,2014.0,De 6 a 10 anos
7849,2013.0,De 6 a 10 anos
7850,2014.0,De 6 a 10 anos
7851,,
7852,2014.0,De 6 a 10 anos
7853,2002.0,Acima de 17 anos
7854,2003.0,Acima de 17 anos
7855,2018.0,De 0 a 5 anos
7856,1998.0,Acima de 17 anos
7857,2011.0,De 6 a 10 anos
7858,2017.0,De 0 a 5 anos
7859,2005.0,De 11 a 16 anos
7860,1986.0,Acima de 17 anos
7861,2019.0,De 0 a 5 anos
7862,2005.0,De 11 a 16 anos
7863,2002.0,Acima de 17 anos
7864,2006.0,De 11 a 16 anos
7865,2015.0,De 6 a 10 anos
7866,2017.0,De 0 a 5 anos
7867,2017.0,De 0 a 5 anos
7868,1993.0,Acima de 17 anos
7869,2012.0,De 6 a 10 anos
7870,2014.0,De 6 a 10 anos
7871,1997.0,Acima de 17 anos
7872,2010.0,De 11 a 16 anos
7873,1999.0,Acima de 17 anos
7874,2008.0,De 11 a 16 anos
7875,2001.0,Acima de 17 anos
7876,1985.0,Acima de 17 anos
7877,1999.0,Acima de 17 anos
7878,2002.0,Acima de 17 anos
7879,2006.0,De 11 a 16 anos
7880,2019.0,De 0 a 5 anos
7881,2006.0,De 11 a 16 anos
7882,1990.0,Acima de 17 anos
7883,2020.0,De 0 a 5 anos
7884,2015.0,De 6 a 10 anos
7885,1989.0,Acima de 17 anos
7886,1990.0,Acima de 17 anos
7887,,
7888,2017.0,De 0 a 5 anos
7889,2018.0,De 0 a 5 anos
7890,2009.0,De 11 a 16 anos
7891,2010.0,De 11 a 16 anos
7892,2016.0,De 0 a 5 anos
7893,1988.0,Acima de 17 anos
7894,1995.0,Acima de 17 anos
7895,1968.0,Acima de 17 anos
7896,1991.0,Acima de 17 anos
7897,2016.0,De 0 a 5 anos
7898,1973.0,Acima de 17 anos
7899,2015.0,De 6 a 10 anos
7900,2011.0,De 6 a 10 anos
7901,2017.0,De 0 a 5 anos
7902,2005.0,De 11 a 16 anos
7903,1995.0,Acima de 17 anos
7904,2014.0,De 6 a 10 anos
7905,1992.0,Acima de 17 anos
7906,2002.0,Acima de 17 anos
7907,2014.0,De 6 a 10 anos
7908,2002.0,Acima de 17 anos
7909,2017.0,De 0 a 5 anos
7910,2018.0,De 0 a 5 anos
7911,2002.0,Acima de 17 anos
7912,2008.0,De 11 a 16 anos
7913,2015.0,De 6 a 10 anos
7914,2005.0,De 11 a 16 anos
7915,1997.0,Acima de 17 anos
7916,2016.0,De 0 a 5 anos
7917,,
