,anoFundacao,intervaloFundacao
2111,2018.0,De 0 a 5 anos
2112,1986.0,Acima de 17 anos
2113,,
2114,1996.0,Acima de 17 anos
2115,1988.0,Acima de 17 anos
2116,2016.0,De 0 a 5 anos
2117,2009.0,De 11 a 16 anos
2118,2016.0,De 0 a 5 anos
2119,2014.0,De 6 a 10 anos
2120,2012.0,De 6 a 10 anos
2121,2012.0,De 6 a 10 anos
2122,2003.0,Acima de 17 anos
2123,1996.0,Acima de 17 anos
2124,2019.0,De 0 a 5 anos
2125,2018.0,De 0 a 5 anos
2126,,
2127,2019.0,De 0 a 5 anos
2128,2007.0,De 11 a 16 anos
2129,2005.0,De 11 a 16 anos
2130,1994.0,Acima de 17 anos
2131,2018.0,De 0 a 5 anos
2132,,
2133,1996.0,Acima de 17 anos
2134,2009.0,De 11 a 16 anos
2135,2011.0,De 6 a 10 anos
2136,,
2137,2008.0,De 11 a 16 anos
2138,2019.0,De 0 a 5 anos
2139,1988.0,Acima de 17 anos
2140,2016.0,De 0 a 5 anos
2141,1979.0,Acima de 17 anos
2142,2001.0,Acima de 17 anos
2143,2010.0,De 6 a 10 anos
2144,2010.0,De 6 a 10 anos
2145,2011.0,De 6 a 10 anos
2146,,
2147,2006.0,De 11 a 16 anos
2148,1989.0,Acima de 17 anos
2149,2011.0,De 6 a 10 anos
2150,2003.0,Acima de 17 anos
2151,2000.0,Acima de 17 anos
2152,2011.0,De 6 a 10 anos
2153,1986.0,Acima de 17 anos
2154,2014.0,De 6 a 10 anos
2155,2013.0,De 6 a 10 anos
2156,2017.0,De 0 a 5 anos
2157,1995.0,Acima de 17 anos
2158,2015.0,De 0 a 5 anos
2159,1996.0,Acima de 17 anos
2160,2008.0,De 11 a 16 anos
2161,2012.0,De 6 a 10 anos
2162,,
2163,2012.0,De 6 a 10 anos
2164,1993.0,Acima de 17 anos
2165,2015.0,De 0 a 5 anos
2166,2014.0,De 6 a 10 anos
2167,2010.0,De 6 a 10 anos
2168,2007.0,De 11 a 16 anos
2169,2017.0,De 0 a 5 anos
2170,1999.0,Acima de 17 anos
2171,2013.0,De 6 a 10 anos
2172,2010.0,De 6 a 10 anos
2173,2003.0,Acima de 17 anos
2174,1993.0,Acima de 17 anos
2175,1990.0,Acima de 17 anos
2176,2017.0,De 0 a 5 anos
2177,2008.0,De 11 a 16 anos
2178,2019.0,De 0 a 5 anos
2179,2007.0,De 11 a 16 anos
2180,2012.0,De 6 a 10 anos
2181,1997.0,Acima de 17 anos
2182,1995.0,Acima de 17 anos
2183,2016.0,De 0 a 5 anos
2184,2006.0,De 11 a 16 anos
2185,2016.0,De 0 a 5 anos
2186,2007.0,De 11 a 16 anos
2187,1998.0,Acima de 17 anos
2188,2012.0,De 6 a 10 anos
2189,2004.0,De 11 a 16 anos
2190,2012.0,De 6 a 10 anos
2191,2015.0,De 0 a 5 anos
2192,2016.0,De 0 a 5 anos
2193,2018.0,De 0 a 5 anos
2194,2017.0,De 0 a 5 anos
2195,2008.0,De 11 a 16 anos
2196,2015.0,De 0 a 5 anos
2197,2005.0,De 11 a 16 anos
2198,2019.0,De 0 a 5 anos
2199,1992.0,Acima de 17 anos
2200,2011.0,De 6 a 10 anos
2201,2003.0,Acima de 17 anos
2202,2020.0,De 0 a 5 anos
2203,2020.0,De 0 a 5 anos
2204,2020.0,De 0 a 5 anos
2205,2020.0,De 0 a 5 anos
2206,,
2207,,
2208,1992.0,Acima de 17 anos
2209,2009.0,De 11 a 16 anos
2210,1993.0,Acima de 17 anos
2211,2008.0,De 11 a 16 anos
2212,2006.0,De 11 a 16 anos
2213,2018.0,De 0 a 5 anos
2214,2006.0,De 11 a 16 anos
2215,2006.0,De 11 a 16 anos
2216,1998.0,Acima de 17 anos
2217,2004.0,De 11 a 16 anos
2218,1991.0,Acima de 17 anos
2219,2011.0,De 6 a 10 anos
2220,1993.0,Acima de 17 anos
2221,1994.0,Acima de 17 anos
2222,2019.0,De 0 a 5 anos
2223,2018.0,De 0 a 5 anos
2224,2008.0,De 11 a 16 anos
2225,2017.0,De 0 a 5 anos
2226,2007.0,De 11 a 16 anos
2227,2009.0,De 11 a 16 anos
2228,2000.0,Acima de 17 anos
2229,1999.0,Acima de 17 anos
2230,2002.0,Acima de 17 anos
2231,2018.0,De 0 a 5 anos
2232,2018.0,De 0 a 5 anos
2233,2002.0,Acima de 17 anos
2234,2018.0,De 0 a 5 anos
2235,,
2236,2008.0,De 11 a 16 anos
2237,2008.0,De 11 a 16 anos
2238,1985.0,Acima de 17 anos
2239,2000.0,Acima de 17 anos
2240,2017.0,De 0 a 5 anos
2241,2012.0,De 6 a 10 anos
2242,2018.0,De 0 a 5 anos
2243,2004.0,De 11 a 16 anos
2244,2017.0,De 0 a 5 anos
2245,2006.0,De 11 a 16 anos
2246,2018.0,De 0 a 5 anos
2247,2016.0,De 0 a 5 anos
2248,2017.0,De 0 a 5 anos
2249,2017.0,De 0 a 5 anos
2250,2008.0,De 11 a 16 anos
2251,2015.0,De 0 a 5 anos
2252,1989.0,Acima de 17 anos
2253,2010.0,De 6 a 10 anos
2254,2002.0,Acima de 17 anos
2255,1999.0,Acima de 17 anos
2256,2008.0,De 11 a 16 anos
2257,2018.0,De 0 a 5 anos
2258,1998.0,Acima de 17 anos
2259,2005.0,De 11 a 16 anos
2260,2010.0,De 6 a 10 anos
2261,2014.0,De 6 a 10 anos
2262,,
2263,2010.0,De 6 a 10 anos
2264,2019.0,De 0 a 5 anos
2265,2007.0,De 11 a 16 anos
2266,2008.0,De 11 a 16 anos
2267,2013.0,De 6 a 10 anos
2268,2018.0,De 0 a 5 anos
2269,1987.0,Acima de 17 anos
2270,2018.0,De 0 a 5 anos
2271,2010.0,De 6 a 10 anos
2272,2007.0,De 11 a 16 anos
2273,,
2274,2011.0,De 6 a 10 anos
2275,2008.0,De 11 a 16 anos
2276,2008.0,De 11 a 16 anos
2277,2012.0,De 6 a 10 anos
2278,2017.0,De 0 a 5 anos
2279,2009.0,De 11 a 16 anos
2280,2015.0,De 0 a 5 anos
2281,2010.0,De 6 a 10 anos
2282,2000.0,Acima de 17 anos
2283,2019.0,De 0 a 5 anos
2284,1990.0,Acima de 17 anos
2285,2006.0,De 11 a 16 anos
2286,2018.0,De 0 a 5 anos
2287,1986.0,Acima de 17 anos
2288,2002.0,Acima de 17 anos
2289,2011.0,De 6 a 10 anos
2290,2013.0,De 6 a 10 anos
2291,2016.0,De 0 a 5 anos
2292,2017.0,De 0 a 5 anos
2293,2018.0,De 0 a 5 anos
2294,,
2295,2010.0,De 6 a 10 anos
2296,2007.0,De 11 a 16 anos
2297,1997.0,Acima de 17 anos
2298,1997.0,Acima de 17 anos
2299,1995.0,Acima de 17 anos
2300,1998.0,Acima de 17 anos
2301,1993.0,Acima de 17 anos
2302,2016.0,De 0 a 5 anos
2303,2014.0,De 6 a 10 anos
2304,2016.0,De 0 a 5 anos
2305,2009.0,De 11 a 16 anos
2306,1996.0,Acima de 17 anos
2307,2007.0,De 11 a 16 anos
2308,2016.0,De 0 a 5 anos
2309,2017.0,De 0 a 5 anos
2310,1988.0,Acima de 17 anos
2311,1997.0,Acima de 17 anos
2312,2010.0,De 6 a 10 anos
2313,2018.0,De 0 a 5 anos
2314,2014.0,De 6 a 10 anos
2315,2004.0,De 11 a 16 anos
2316,2001.0,Acima de 17 anos
2317,1978.0,Acima de 17 anos
2318,2015.0,De 0 a 5 anos
2319,2001.0,Acima de 17 anos
2320,1995.0,Acima de 17 anos
2321,2015.0,De 0 a 5 anos
2322,1998.0,Acima de 17 anos
2323,2012.0,De 6 a 10 anos
2324,2013.0,De 6 a 10 anos
2325,1988.0,Acima de 17 anos
2326,2010.0,De 6 a 10 anos
2327,2012.0,De 6 a 10 anos
2328,2007.0,De 11 a 16 anos
2329,2003.0,Acima de 17 anos
2330,2017.0,De 0 a 5 anos
2331,2008.0,De 11 a 16 anos
2332,2016.0,De 0 a 5 anos
2333,2010.0,De 6 a 10 anos
2334,2002.0,Acima de 17 anos
2335,1996.0,Acima de 17 anos
2336,2001.0,Acima de 17 anos
2337,1996.0,Acima de 17 anos
2338,1997.0,Acima de 17 anos
2339,2008.0,De 11 a 16 anos
2340,2017.0,De 0 a 5 anos
2341,1992.0,Acima de 17 anos
2342,2002.0,Acima de 17 anos
2343,,
2344,2010.0,De 6 a 10 anos
2345,2009.0,De 11 a 16 anos
2346,2012.0,De 6 a 10 anos
2347,1991.0,Acima de 17 anos
2348,2003.0,Acima de 17 anos
2349,1992.0,Acima de 17 anos
2350,1996.0,Acima de 17 anos
2351,1996.0,Acima de 17 anos
2352,2003.0,Acima de 17 anos
2353,2013.0,De 6 a 10 anos
2354,2019.0,De 0 a 5 anos
2355,2008.0,De 11 a 16 anos
2356,2016.0,De 0 a 5 anos
2357,1995.0,Acima de 17 anos
2358,2001.0,Acima de 17 anos
2359,2009.0,De 11 a 16 anos
2360,2011.0,De 6 a 10 anos
2361,,
2362,2012.0,De 6 a 10 anos
2363,2012.0,De 6 a 10 anos
2364,2013.0,De 6 a 10 anos
2365,2013.0,De 6 a 10 anos
2366,2016.0,De 0 a 5 anos
2367,2011.0,De 6 a 10 anos
2368,2017.0,De 0 a 5 anos
2369,2016.0,De 0 a 5 anos
2370,2017.0,De 0 a 5 anos
2371,2008.0,De 11 a 16 anos
2372,2018.0,De 0 a 5 anos
2373,2019.0,De 0 a 5 anos
2374,,
2375,2001.0,Acima de 17 anos
2376,2016.0,De 0 a 5 anos
2377,2017.0,De 0 a 5 anos
2378,,
2379,,
2380,2010.0,De 6 a 10 anos
2381,2007.0,De 11 a 16 anos
2382,2016.0,De 0 a 5 anos
2383,,
2384,,
2385,,
2386,2017.0,De 0 a 5 anos
2387,1999.0,Acima de 17 anos
2388,1981.0,Acima de 17 anos
2389,2016.0,De 0 a 5 anos
2390,1994.0,Acima de 17 anos
2391,2000.0,Acima de 17 anos
2392,1991.0,Acima de 17 anos
2393,2017.0,De 0 a 5 anos
2394,2004.0,De 11 a 16 anos
2395,2014.0,De 6 a 10 anos
2396,2015.0,De 0 a 5 anos
2397,2001.0,Acima de 17 anos
2398,2004.0,De 11 a 16 anos
2399,2016.0,De 0 a 5 anos
2400,2017.0,De 0 a 5 anos
2401,2008.0,De 11 a 16 anos
2402,2011.0,De 6 a 10 anos
2403,1997.0,Acima de 17 anos
2404,1998.0,Acima de 17 anos
2405,2019.0,De 0 a 5 anos
2406,1992.0,Acima de 17 anos
2407,2009.0,De 11 a 16 anos
2408,2004.0,De 11 a 16 anos
2409,2010.0,De 6 a 10 anos
2410,2006.0,De 11 a 16 anos
2411,2018.0,De 0 a 5 anos
2412,1971.0,Acima de 17 anos
2413,2000.0,Acima de 17 anos
2414,,
2415,2000.0,Acima de 17 anos
2416,2019.0,De 0 a 5 anos
2417,2010.0,De 6 a 10 anos
2418,2011.0,De 6 a 10 anos
2419,2014.0,De 6 a 10 anos
2420,2015.0,De 0 a 5 anos
2421,2017.0,De 0 a 5 anos
2422,,
2423,1996.0,Acima de 17 anos
2424,2001.0,Acima de 17 anos
2425,2019.0,De 0 a 5 anos
2426,2005.0,De 11 a 16 anos
2427,2016.0,De 0 a 5 anos
2428,2016.0,De 0 a 5 anos
2429,1989.0,Acima de 17 anos
2430,2007.0,De 11 a 16 anos
2431,2018.0,De 0 a 5 anos
2432,1968.0,Acima de 17 anos
2433,2013.0,De 6 a 10 anos
2434,2014.0,De 6 a 10 anos
2435,2001.0,Acima de 17 anos
2436,2014.0,De 6 a 10 anos
2437,,
2438,2013.0,De 6 a 10 anos
2439,2001.0,Acima de 17 anos
2440,2013.0,De 6 a 10 anos
2441,1966.0,Acima de 17 anos
2442,1966.0,Acima de 17 anos
2443,1966.0,Acima de 17 anos
2444,,
2445,,
2446,,
2447,1996.0,Acima de 17 anos
2448,2010.0,De 6 a 10 anos
2449,1994.0,Acima de 17 anos
2450,2017.0,De 0 a 5 anos
2451,2010.0,De 6 a 10 anos
2452,2013.0,De 6 a 10 anos
2453,2018.0,De 0 a 5 anos
2454,2009.0,De 11 a 16 anos
2455,2009.0,De 11 a 16 anos
2456,2016.0,De 0 a 5 anos
2457,1981.0,Acima de 17 anos
2458,2013.0,De 6 a 10 anos
2459,2018.0,De 0 a 5 anos
2460,2010.0,De 6 a 10 anos
2461,2014.0,De 6 a 10 anos
2462,2002.0,Acima de 17 anos
2463,2015.0,De 0 a 5 anos
2464,2006.0,De 11 a 16 anos
2465,1988.0,Acima de 17 anos
2466,1987.0,Acima de 17 anos
2467,2018.0,De 0 a 5 anos
2468,2011.0,De 6 a 10 anos
2469,2019.0,De 0 a 5 anos
2470,2017.0,De 0 a 5 anos
2471,2014.0,De 6 a 10 anos
2472,2017.0,De 0 a 5 anos
2473,1978.0,Acima de 17 anos
2474,2018.0,De 0 a 5 anos
2475,2011.0,De 6 a 10 anos
2476,2017.0,De 0 a 5 anos
2477,2000.0,Acima de 17 anos
2478,2012.0,De 6 a 10 anos
2479,2000.0,Acima de 17 anos
2480,2016.0,De 0 a 5 anos
2481,2011.0,De 6 a 10 anos
2482,2005.0,De 11 a 16 anos
2483,2014.0,De 6 a 10 anos
2484,2012.0,De 6 a 10 anos
2485,1985.0,Acima de 17 anos
2486,2019.0,De 0 a 5 anos
2487,1995.0,Acima de 17 anos
2488,1994.0,Acima de 17 anos
2489,2000.0,Acima de 17 anos
2490,1977.0,Acima de 17 anos
2491,2004.0,De 11 a 16 anos
2492,2010.0,De 6 a 10 anos
2493,2019.0,De 0 a 5 anos
2494,1998.0,Acima de 17 anos
2495,,
2496,,
2497,2019.0,De 0 a 5 anos
2498,2002.0,Acima de 17 anos
2499,1996.0,Acima de 17 anos
2500,2020.0,De 0 a 5 anos
2501,1991.0,Acima de 17 anos
2502,1995.0,Acima de 17 anos
2503,2008.0,De 11 a 16 anos
2504,2016.0,De 0 a 5 anos
2505,2005.0,De 11 a 16 anos
2506,2003.0,Acima de 17 anos
2507,1986.0,Acima de 17 anos
2508,2010.0,De 6 a 10 anos
2509,2010.0,De 6 a 10 anos
2510,2015.0,De 0 a 5 anos
2511,2002.0,Acima de 17 anos
2512,2017.0,De 0 a 5 anos
2513,2018.0,De 0 a 5 anos
2514,1969.0,Acima de 17 anos
2515,2001.0,Acima de 17 anos
2516,1979.0,Acima de 17 anos
2517,1993.0,Acima de 17 anos
2518,,
2519,1985.0,Acima de 17 anos
2520,1976.0,Acima de 17 anos
2521,,
2522,2018.0,De 0 a 5 anos
2523,2016.0,De 0 a 5 anos
2524,1998.0,Acima de 17 anos
2525,2012.0,De 6 a 10 anos
2526,2013.0,De 6 a 10 anos
2527,2000.0,Acima de 17 anos
2528,2007.0,De 11 a 16 anos
2529,1994.0,Acima de 17 anos
2530,2018.0,De 0 a 5 anos
2531,1999.0,Acima de 17 anos
2532,2010.0,De 6 a 10 anos
2533,2002.0,Acima de 17 anos
2534,1998.0,Acima de 17 anos
2535,2009.0,De 11 a 16 anos
2536,2014.0,De 6 a 10 anos
2537,2017.0,De 0 a 5 anos
2538,2017.0,De 0 a 5 anos
2539,2012.0,De 6 a 10 anos
2540,2018.0,De 0 a 5 anos
2541,2018.0,De 0 a 5 anos
2542,2014.0,De 6 a 10 anos
2543,2018.0,De 0 a 5 anos
2544,1993.0,Acima de 17 anos
2545,2003.0,Acima de 17 anos
2546,2017.0,De 0 a 5 anos
2547,2010.0,De 6 a 10 anos
2548,2018.0,De 0 a 5 anos
2549,1975.0,Acima de 17 anos
2550,,
2551,2006.0,De 11 a 16 anos
2552,1994.0,Acima de 17 anos
2553,2017.0,De 0 a 5 anos
2554,2000.0,Acima de 17 anos
2555,2011.0,De 6 a 10 anos
2556,2009.0,De 11 a 16 anos
2557,2017.0,De 0 a 5 anos
2558,2017.0,De 0 a 5 anos
2559,2003.0,Acima de 17 anos
2560,2011.0,De 6 a 10 anos
2561,2017.0,De 0 a 5 anos
2562,2002.0,Acima de 17 anos
2563,1998.0,Acima de 17 anos
2564,2015.0,De 0 a 5 anos
2565,2006.0,De 11 a 16 anos
2566,2002.0,Acima de 17 anos
2567,2005.0,De 11 a 16 anos
2568,2015.0,De 0 a 5 anos
2569,1981.0,Acima de 17 anos
2570,2017.0,De 0 a 5 anos
2571,2006.0,De 11 a 16 anos
2572,1984.0,Acima de 17 anos
2573,2015.0,De 0 a 5 anos
2574,2017.0,De 0 a 5 anos
2575,1998.0,Acima de 17 anos
2576,2014.0,De 6 a 10 anos
2577,2012.0,De 6 a 10 anos
2578,1988.0,Acima de 17 anos
2579,2008.0,De 11 a 16 anos
2580,2009.0,De 11 a 16 anos
2581,2015.0,De 0 a 5 anos
2582,2012.0,De 6 a 10 anos
2583,2016.0,De 0 a 5 anos
2584,1997.0,Acima de 17 anos
2585,1998.0,Acima de 17 anos
2586,2013.0,De 6 a 10 anos
2587,2012.0,De 6 a 10 anos
2588,1996.0,Acima de 17 anos
2589,2001.0,Acima de 17 anos
2590,,
2591,1997.0,Acima de 17 anos
2592,1996.0,Acima de 17 anos
2593,2016.0,De 0 a 5 anos
2594,2003.0,Acima de 17 anos
2595,1984.0,Acima de 17 anos
2596,2015.0,De 0 a 5 anos
2597,1986.0,Acima de 17 anos
2598,1992.0,Acima de 17 anos
2599,2012.0,De 6 a 10 anos
2600,2013.0,De 6 a 10 anos
2601,2010.0,De 6 a 10 anos
2602,2017.0,De 0 a 5 anos
2603,2003.0,Acima de 17 anos
2604,2009.0,De 11 a 16 anos
2605,2016.0,De 0 a 5 anos
2606,2018.0,De 0 a 5 anos
2607,1996.0,Acima de 17 anos
2608,2003.0,Acima de 17 anos
2609,2000.0,Acima de 17 anos
2610,2005.0,De 11 a 16 anos
2611,2013.0,De 6 a 10 anos
2612,2018.0,De 0 a 5 anos
2613,2016.0,De 0 a 5 anos
2614,2016.0,De 0 a 5 anos
2615,2003.0,Acima de 17 anos
2616,2008.0,De 11 a 16 anos
2617,2005.0,De 11 a 16 anos
2618,2003.0,Acima de 17 anos
2619,2010.0,De 6 a 10 anos
2620,2008.0,De 11 a 16 anos
2621,2009.0,De 11 a 16 anos
2622,2009.0,De 11 a 16 anos
2623,2006.0,De 11 a 16 anos
2624,1988.0,Acima de 17 anos
2625,2010.0,De 6 a 10 anos
2626,2019.0,De 0 a 5 anos
2627,2000.0,Acima de 17 anos
2628,2019.0,De 0 a 5 anos
2629,1982.0,Acima de 17 anos
2630,2004.0,De 11 a 16 anos
2631,2010.0,De 6 a 10 anos
2632,2012.0,De 6 a 10 anos
2633,1991.0,Acima de 17 anos
2634,,
2635,,
2636,2016.0,De 0 a 5 anos
2637,,
2638,2009.0,De 11 a 16 anos
2639,1998.0,Acima de 17 anos
2640,2012.0,De 6 a 10 anos
2641,1981.0,Acima de 17 anos
2642,2000.0,Acima de 17 anos
2643,2018.0,De 0 a 5 anos
2644,1994.0,Acima de 17 anos
2645,2011.0,De 6 a 10 anos
2646,2017.0,De 0 a 5 anos
2647,2001.0,Acima de 17 anos
2648,1996.0,Acima de 17 anos
2649,1998.0,Acima de 17 anos
2650,2013.0,De 6 a 10 anos
2651,,
2652,2018.0,De 0 a 5 anos
2653,2002.0,Acima de 17 anos
2654,2007.0,De 11 a 16 anos
2655,2001.0,Acima de 17 anos
2656,2014.0,De 6 a 10 anos
2657,2004.0,De 11 a 16 anos
2658,2006.0,De 11 a 16 anos
2659,1996.0,Acima de 17 anos
2660,2006.0,De 11 a 16 anos
2661,2011.0,De 6 a 10 anos
2662,2012.0,De 6 a 10 anos
2663,1997.0,Acima de 17 anos
2664,2013.0,De 6 a 10 anos
2665,1979.0,Acima de 17 anos
2666,1988.0,Acima de 17 anos
2667,2017.0,De 0 a 5 anos
2668,2009.0,De 11 a 16 anos
2669,2016.0,De 0 a 5 anos
2670,1978.0,Acima de 17 anos
2671,1996.0,Acima de 17 anos
2672,2007.0,De 11 a 16 anos
2673,,
2674,2010.0,De 6 a 10 anos
2675,1997.0,Acima de 17 anos
2676,1978.0,Acima de 17 anos
2677,2018.0,De 0 a 5 anos
2678,2007.0,De 11 a 16 anos
2679,2006.0,De 11 a 16 anos
2680,2012.0,De 6 a 10 anos
2681,2010.0,De 6 a 10 anos
2682,1966.0,Acima de 17 anos
2683,2009.0,De 11 a 16 anos
2684,1980.0,Acima de 17 anos
2685,2006.0,De 11 a 16 anos
2686,2010.0,De 6 a 10 anos
2687,2013.0,De 6 a 10 anos
2688,1991.0,Acima de 17 anos
2689,2013.0,De 6 a 10 anos
2690,2008.0,De 11 a 16 anos
2691,1992.0,Acima de 17 anos
2692,2019.0,De 0 a 5 anos
2693,2017.0,De 0 a 5 anos
2694,1988.0,Acima de 17 anos
2695,2008.0,De 11 a 16 anos
2696,2008.0,De 11 a 16 anos
2697,2017.0,De 0 a 5 anos
2698,1996.0,Acima de 17 anos
2699,2008.0,De 11 a 16 anos
2700,1999.0,Acima de 17 anos
2701,2011.0,De 6 a 10 anos
2702,1995.0,Acima de 17 anos
2703,1991.0,Acima de 17 anos
2704,2010.0,De 6 a 10 anos
2705,2017.0,De 0 a 5 anos
2706,2019.0,De 0 a 5 anos
2707,2018.0,De 0 a 5 anos
2708,2014.0,De 6 a 10 anos
2709,2009.0,De 11 a 16 anos
2710,2007.0,De 11 a 16 anos
2711,2006.0,De 11 a 16 anos
2712,2017.0,De 0 a 5 anos
2713,2015.0,De 0 a 5 anos
2714,2013.0,De 6 a 10 anos
2715,2009.0,De 11 a 16 anos
2716,1988.0,Acima de 17 anos
2717,2018.0,De 0 a 5 anos
2718,2005.0,De 11 a 16 anos
2719,2010.0,De 6 a 10 anos
2720,2011.0,De 6 a 10 anos
2721,2006.0,De 11 a 16 anos
2722,2017.0,De 0 a 5 anos
2723,2019.0,De 0 a 5 anos
2724,1971.0,Acima de 17 anos
2725,1984.0,Acima de 17 anos
2726,1989.0,Acima de 17 anos
2727,2004.0,De 11 a 16 anos
2728,2018.0,De 0 a 5 anos
2729,2009.0,De 11 a 16 anos
2730,1976.0,Acima de 17 anos
2731,2010.0,De 6 a 10 anos
2732,2006.0,De 11 a 16 anos
2733,2015.0,De 0 a 5 anos
2734,2016.0,De 0 a 5 anos
2735,2017.0,De 0 a 5 anos
2736,2008.0,De 11 a 16 anos
2737,2010.0,De 6 a 10 anos
2738,2017.0,De 0 a 5 anos
2739,2014.0,De 6 a 10 anos
2740,2011.0,De 6 a 10 anos
2741,1988.0,Acima de 17 anos
2742,2011.0,De 6 a 10 anos
2743,2014.0,De 6 a 10 anos
2744,2017.0,De 0 a 5 anos
2745,,
2746,2008.0,De 11 a 16 anos
2747,2016.0,De 0 a 5 anos
2748,2017.0,De 0 a 5 anos
2749,2008.0,De 11 a 16 anos
2750,2017.0,De 0 a 5 anos
2751,,
2752,2016.0,De 0 a 5 anos
2753,1995.0,Acima de 17 anos
2754,2016.0,De 0 a 5 anos
2755,2010.0,De 6 a 10 anos
2756,1993.0,Acima de 17 anos
2757,2014.0,De 6 a 10 anos
2758,2019.0,De 0 a 5 anos
2759,2011.0,De 6 a 10 anos
2760,2015.0,De 0 a 5 anos
2761,2005.0,De 11 a 16 anos
2762,2005.0,De 11 a 16 anos
2763,2001.0,Acima de 17 anos
2764,,
2765,2015.0,De 0 a 5 anos
2766,2005.0,De 11 a 16 anos
2767,1996.0,Acima de 17 anos
2768,,
2769,2010.0,De 6 a 10 anos
2770,2000.0,Acima de 17 anos
2771,2006.0,De 11 a 16 anos
2772,2011.0,De 6 a 10 anos
2773,2009.0,De 11 a 16 anos
2774,1998.0,Acima de 17 anos
2775,2014.0,De 6 a 10 anos
2776,2007.0,De 11 a 16 anos
2777,2017.0,De 0 a 5 anos
2778,2008.0,De 11 a 16 anos
2779,,
2780,2011.0,De 6 a 10 anos
2781,2016.0,De 0 a 5 anos
2782,2010.0,De 6 a 10 anos
2783,1996.0,Acima de 17 anos
2784,2017.0,De 0 a 5 anos
2785,2000.0,Acima de 17 anos
2786,2001.0,Acima de 17 anos
2787,2009.0,De 11 a 16 anos
2788,2013.0,De 6 a 10 anos
2789,2009.0,De 11 a 16 anos
2790,2016.0,De 0 a 5 anos
2791,1990.0,Acima de 17 anos
2792,1996.0,Acima de 17 anos
2793,,
2794,2018.0,De 0 a 5 anos
2795,2019.0,De 0 a 5 anos
2796,1966.0,Acima de 17 anos
2797,2014.0,De 6 a 10 anos
2798,2014.0,De 6 a 10 anos
2799,2009.0,De 11 a 16 anos
2800,2012.0,De 6 a 10 anos
2801,1998.0,Acima de 17 anos
2802,2005.0,De 11 a 16 anos
2803,2010.0,De 6 a 10 anos
2804,2017.0,De 0 a 5 anos
2805,2016.0,De 0 a 5 anos
2806,2013.0,De 6 a 10 anos
2807,2012.0,De 6 a 10 anos
2808,2016.0,De 0 a 5 anos
2809,1996.0,Acima de 17 anos
2810,1968.0,Acima de 17 anos
2811,2004.0,De 11 a 16 anos
2812,2013.0,De 6 a 10 anos
2813,2003.0,Acima de 17 anos
2814,,
2815,1996.0,Acima de 17 anos
2816,2011.0,De 6 a 10 anos
2817,2015.0,De 0 a 5 anos
2818,2009.0,De 11 a 16 anos
2819,2004.0,De 11 a 16 anos
2820,1999.0,Acima de 17 anos
2821,2006.0,De 11 a 16 anos
2822,1987.0,Acima de 17 anos
2823,1997.0,Acima de 17 anos
2824,2005.0,De 11 a 16 anos
2825,2006.0,De 11 a 16 anos
2826,2003.0,Acima de 17 anos
2827,,
2828,1982.0,Acima de 17 anos
2829,,
2830,2004.0,De 11 a 16 anos
2831,2012.0,De 6 a 10 anos
2832,1992.0,Acima de 17 anos
2833,1978.0,Acima de 17 anos
2834,2014.0,De 6 a 10 anos
2835,1991.0,Acima de 17 anos
2836,1997.0,Acima de 17 anos
2837,2012.0,De 6 a 10 anos
2838,2013.0,De 6 a 10 anos
2839,2002.0,Acima de 17 anos
2840,2018.0,De 0 a 5 anos
2841,1997.0,Acima de 17 anos
2842,2018.0,De 0 a 5 anos
2843,1991.0,Acima de 17 anos
2844,2017.0,De 0 a 5 anos
2845,1988.0,Acima de 17 anos
2846,2012.0,De 6 a 10 anos
2847,,
2848,2006.0,De 11 a 16 anos
2849,2017.0,De 0 a 5 anos
2850,2014.0,De 6 a 10 anos
2851,2018.0,De 0 a 5 anos
2852,1966.0,Acima de 17 anos
2853,2011.0,De 6 a 10 anos
2854,2013.0,De 6 a 10 anos
2855,1998.0,Acima de 17 anos
2856,1997.0,Acima de 17 anos
2857,2019.0,De 0 a 5 anos
2858,2008.0,De 11 a 16 anos
2859,1999.0,Acima de 17 anos
2860,2005.0,De 11 a 16 anos
2861,1995.0,Acima de 17 anos
2862,2006.0,De 11 a 16 anos
2863,2016.0,De 0 a 5 anos
2864,2018.0,De 0 a 5 anos
2865,1986.0,Acima de 17 anos
2866,1991.0,Acima de 17 anos
2867,2006.0,De 11 a 16 anos
2868,2018.0,De 0 a 5 anos
2869,2013.0,De 6 a 10 anos
2870,2011.0,De 6 a 10 anos
2871,2018.0,De 0 a 5 anos
2872,1998.0,Acima de 17 anos
2873,2003.0,Acima de 17 anos
2874,1999.0,Acima de 17 anos
2875,2016.0,De 0 a 5 anos
2876,1979.0,Acima de 17 anos
2877,2017.0,De 0 a 5 anos
2878,2017.0,De 0 a 5 anos
2879,2013.0,De 6 a 10 anos
2880,2005.0,De 11 a 16 anos
2881,2012.0,De 6 a 10 anos
2882,2013.0,De 6 a 10 anos
2883,1991.0,Acima de 17 anos
2884,1990.0,Acima de 17 anos
2885,2007.0,De 11 a 16 anos
2886,1972.0,Acima de 17 anos
2887,2011.0,De 6 a 10 anos
2888,,
2889,2009.0,De 11 a 16 anos
2890,1997.0,Acima de 17 anos
2891,,
2892,2012.0,De 6 a 10 anos
2893,2005.0,De 11 a 16 anos
2894,2000.0,Acima de 17 anos
